326792,194745,217996,469852,72820,470663,212619,303304,9514,307981,191687,261912,185951,533785,274208,287510,469873,471308,13823,162427,148099,48207,189827,561483,130663,305760,554755,326977,561636,New.0.ReferenceOTU576,268604,15141,108747,540230,323257,259422,24773,210269,309068,145149,178122,139221,292424,15382,316587,352304,301004,186029,177351,325608,181834,470139,364234,517331,469868,259261,198251,175682,312461,365758,352379,302844,199293,361809,295190,195574,248563,170124,178146,184464,579564,295024,New.0.ReferenceOTU11,563485,99826,179287,586732,174902,209122,545371,16076
326792,194745,212619,189827,217996,191687,72820,470663,517331,9514,561483,148099,554755,181834,469873,561636,292424,108747,469852,533785,307981,New.0.ReferenceOTU576,170124,162427,316587,287510,130663,309068,274208,301004,471308,470139,305760,185951,326977,540230,48207,268604,198251,364234,186029,15141,365758,15382,312461,352379,24773,210269,145149,563485,261912,13823,323257,175682,259261,303304,177351,259422,469868,178122,361809,184464,199293,209122,302844,295024,195574,295190,139221,325608,579564,New.0.ReferenceOTU11,352304,248563,178146,586732,179287,545371,174902,16076,99826
326792,189827,194745,9514,554755,178122,175682,72820,470663,540230,217996,517331,130663,469873,533785,561483,295024,185951,181834,199293,309068,325608,361809,148099,469852,108747,312461,292424,212619,326977,15141,364234,24773,186029,287510,305760,561636,179287,307981,261912,15382,471308,145149,198251,210269,303304,48207,302844,178146,316587,New.0.ReferenceOTU576,13823,301004,469868,352379,470139,268604,259422,170124,274208,248563,191687,295190,259261,563485,579564,195574,323257,139221,365758,177351,162427,174902,352304,New.0.ReferenceOTU11,184464,586732,209122,99826,545371,16076
189827,364234,326792,170124,217996,9514,148099,198251,261912,540230,312461,175682,554755,72820,178122,533785,470139,178146,248563,561483,469852,305760,48207,292424,108747,24773,469873,130663,323257,470663,15141,186029,13823,307981,212619,145149,259422,309068,194745,New.0.ReferenceOTU576,316587,287510,326977,561636,301004,15382,210269,195574,181834,295024,259261,191687,274208,325608,303304,471308,162427,199293,139221,302844,563485,361809,295190,184464,352379,185951,469868,174902,579564,268604,179287,New.0.ReferenceOTU11,209122,586732,352304,517331,177351,365758,99826,16076,545371
326792,189827,194745,217996,364234,72820,9514,533785,268604,561483,259261,470663,108747,13823,261912,316587,48207,307981,469873,15382,198251,561636,170124,292424,554755,186029,179287,New.0.ReferenceOTU576,470139,130663,326977,323257,15141,145149,210269,175682,305760,287510,162427,148099,469852,540230,301004,24773,309068,181834,199293,325608,471308,178122,295190,191687,209122,178146,517331,185951,295024,312461,302844,274208,303304,563485,352379,248563,139221,212619,469868,259422,195574,177351,586732,184464,174902,361809,579564,365758,New.0.ReferenceOTU11,352304,545371,16076,99826
189827,326792,194745,185951,470663,72820,364234,217996,15141,561483,9514,261912,108747,295024,13823,309068,259261,48207,307981,554755,326977,178122,15382,469852,517331,305760,469873,316587,198251,533785,561636,170124,563485,292424,179287,148099,24773,New.0.ReferenceOTU576,175682,210269,145149,303304,287510,130663,191687,181834,186029,540230,325608,471308,212619,184464,162427,470139,268604,274208,361809,301004,209122,195574,323257,259422,302844,199293,312461,545371,352379,586732,469868,295190,248563,352304,365758,139221,New.0.ReferenceOTU11,177351,579564,174902,178146,99826,16076
326792,181834,189827,470663,185951,191687,170124,9514,217996,194745,533785,361809,72820,175682,561636,303304,517331,New.0.ReferenceOTU576,364234,48207,199293,148099,178122,312461,540230,130663,261912,561483,554755,305760,469852,15141,307981,108747,287510,13823,469873,292424,186029,309068,325608,316587,198251,326977,365758,471308,301004,210269,352379,24773,15382,248563,179287,563485,323257,212619,145149,259422,470139,195574,New.0.ReferenceOTU11,259261,209122,302844,469868,274208,352304,184464,177351,162427,295024,295190,139221,268604,178146,586732,579564,174902,16076,99826,545371
326792,189827,217996,191687,287510,364234,470663,194745,469873,9514,72820,175682,148099,170124,561636,361809,108747,561483,199293,301004,533785,130663,15141,540230,312461,305760,469852,13823,24773,292424,326977,261912,15382,48207,186029,554755,259422,212619,178122,323257,185951,248563,268604,New.0.ReferenceOTU576,181834,210269,198251,316587,145149,470139,563485,471308,325608,162427,195574,307981,274208,303304,309068,139221,178146,352304,179287,302844,259261,352379,174902,517331,579564,295190,469868,586732,184464,209122,16076,New.0.ReferenceOTU11,177351,365758,295024,545371,99826
326792,189827,217996,261912,194745,72820,15141,198251,469852,185951,533785,307981,561483,364234,287510,48207,191687,517331,212619,9514,130663,259261,305760,469873,108747,181834,248563,470663,312461,554755,303304,145149,561636,316587,15382,24773,292424,309068,326977,148099,175682,210269,13823,323257,470139,259422,301004,563485,352379,162427,186029,268604,274208,New.0.ReferenceOTU576,471308,540230,302844,170124,352304,469868,361809,139221,178122,177351,325608,184464,178146,199293,New.0.ReferenceOTU11,579564,209122,365758,295190,295024,195574,99826,586732,179287,545371,174902,16076
189827,326792,287510,9514,198251,15141,217996,554755,540230,72820,533785,470139,178122,469873,108747,295024,469852,312461,148099,199293,130663,24773,185951,15382,325608,175682,561483,561636,194745,517331,316587,305760,364234,301004,352379,145149,470663,259261,292424,13823,139221,261912,274208,191687,210269,323257,326977,303304,162427,307981,248563,181834,186029,309068,471308,48207,New.0.ReferenceOTU576,469868,212619,259422,268604,295190,352304,302844,178146,170124,184464,179287,361809,586732,545371,177351,195574,209122,365758,563485,New.0.ReferenceOTU11,99826,579564,174902,16076
326792,189827,287510,194745,217996,72820,9514,295024,554755,533785,364234,469873,178146,312461,185951,561483,199293,170124,191687,198251,148099,195574,540230,New.0.ReferenceOTU576,469852,274208,175682,130663,13823,261912,470663,186029,326977,307981,24773,309068,48207,323257,301004,561636,162427,108747,292424,305760,15382,145149,316587,248563,470139,178122,303304,15141,139221,181834,361809,210269,469868,325608,471308,517331,177351,302844,New.0.ReferenceOTU11,212619,295190,184464,259422,365758,259261,352304,99826,563485,586732,268604,179287,352379,209122,545371,174902,579564,16076
326792,217996,470663,533785,561483,72820,9514,469852,178122,181834,48207,561636,185951,148099,305760,361809,326977,471308,194745,307981,108747,259261,13823,540230,191687,15382,179287,554755,292424,248563,210269,261912,259422,130663,309068,15141,170124,175682,301004,212619,316587,469873,186029,268604,517331,New.0.ReferenceOTU576,470139,303304,364234,563485,325608,139221,274208,24773,145149,302844,287510,323257,198251,199293,189827,295190,352379,469868,195574,178146,162427,312461,352304,579564,New.0.ReferenceOTU11,209122,365758,184464,295024,174902,177351,16076,586732,99826,545371
326792,15141,470663,72820,533785,469852,540230,561483,217996,191687,554755,9514,130663,312461,13823,148099,561636,471308,178122,361809,307981,189827,292424,316587,469873,185951,108747,470139,323257,178146,301004,517331,194745,210269,305760,287510,48207,145149,325608,15382,24773,New.0.ReferenceOTU576,186029,326977,259261,170124,469868,259422,364234,181834,199293,261912,175682,198251,309068,162427,212619,268604,352379,248563,184464,302844,303304,274208,563485,New.0.ReferenceOTU11,545371,365758,195574,209122,295190,579564,139221,295024,179287,177351,352304,586732,174902,99826,16076
326792,470663,217996,287510,178122,72820,191687,9514,148099,189827,13823,194745,561636,469852,15141,130663,561483,533785,554755,145149,185951,15382,259422,108747,540230,48207,24773,323257,469873,170124,186029,326977,305760,162427,471308,316587,364234,470139,175682,309068,292424,545371,210269,259261,198251,181834,New.0.ReferenceOTU576,301004,303304,307981,261912,325608,199293,352304,139221,274208,312461,212619,517331,195574,469868,295190,184464,268604,248563,302844,New.0.ReferenceOTU11,295024,361809,563485,177351,352379,178146,209122,179287,365758,586732,174902,579564,99826,16076
326792,72820,189827,561483,261912,9514,217996,178122,148099,554755,191687,15141,325608,540230,307981,470663,533785,469852,469873,185951,305760,471308,194745,108747,364234,309068,210269,259422,130663,312461,561636,139221,292424,361809,316587,326977,145149,13823,302844,New.0.ReferenceOTU576,323257,15382,198251,303304,287510,470139,295024,186029,48207,301004,162427,181834,352379,24773,175682,248563,469868,259261,199293,268604,365758,295190,178146,212619,274208,170124,352304,195574,563485,New.0.ReferenceOTU11,184464,99826,179287,579564,586732,517331,545371,177351,209122,174902,16076
326792,189827,470663,217996,72820,9514,194745,178122,561483,261912,533785,170124,185951,364234,561636,13823,191687,148099,469852,307981,309068,554755,305760,108747,326977,New.0.ReferenceOTU576,361809,175682,48207,540230,471308,181834,469873,292424,303304,470139,259422,301004,15382,186029,130663,316587,295024,15141,24773,212619,210269,517331,323257,274208,287510,198251,259261,325608,199293,145149,312461,365758,352379,302844,162427,248563,268604,295190,195574,184464,469868,563485,179287,177351,209122,139221,New.0.ReferenceOTU11,178146,352304,579564,586732,174902,99826,16076,545371
326792,194745,217996,189827,191687,268604,130663,48207,533785,470663,15141,148099,72820,540230,469873,469852,554755,312461,185951,326977,108747,305760,15382,210269,178122,561483,292424,9514,181834,561636,198251,13823,323257,259422,364234,470139,212619,471308,261912,24773,145149,259261,307981,361809,316587,309068,325608,186029,302844,248563,301004,563485,287510,162427,303304,352379,274208,184464,365758,469868,170124,New.0.ReferenceOTU576,178146,517331,175682,579564,545371,195574,139221,179287,199293,295024,295190,177351,586732,174902,352304,209122,New.0.ReferenceOTU11,99826,16076
326792,217996,72820,194745,148099,533785,191687,189827,13823,9514,561483,470663,48207,259261,New.0.ReferenceOTU576,561636,305760,178146,307981,130663,323257,554755,470139,212619,175682,287510,170124,292424,301004,540230,108747,471308,185951,469852,178122,248563,139221,309068,181834,15382,325608,186029,312461,469873,162427,210269,364234,316587,361809,326977,261912,145149,15141,24773,303304,198251,259422,209122,302844,352379,179287,274208,563485,469868,295190,517331,184464,199293,174902,295024,177351,579564,365758,New.0.ReferenceOTU11,268604,195574,586732,352304,99826,545371,16076
326792,189827,194745,72820,364234,217996,261912,533785,191687,148099,9514,130663,292424,540230,198251,470663,469873,554755,561483,268604,185951,108747,170124,561636,307981,469852,312461,178146,470139,305760,178122,210269,15141,361809,186029,326977,325608,15382,212619,309068,316587,162427,471308,13823,248563,24773,145149,301004,323257,181834,New.0.ReferenceOTU576,259422,303304,175682,48207,199293,179287,302844,274208,259261,563485,469868,352379,287510,184464,177351,295190,579564,139221,195574,New.0.ReferenceOTU11,352304,209122,99826,586732,295024,517331,365758,174902,16076,545371
326792,189827,194745,217996,470663,170124,191687,9514,364234,13823,287510,469873,130663,561636,469852,48207,108747,268604,259422,361809,72820,261912,New.0.ReferenceOTU576,305760,533785,148099,309068,563485,181834,561483,185951,178122,274208,554755,326977,307981,540230,199293,186029,312461,175682,301004,210269,471308,303304,15382,212619,323257,24773,198251,292424,195574,15141,162427,316587,248563,145149,259261,325608,470139,517331,352379,177351,469868,302844,365758,184464,295024,295190,179287,178146,139221,209122,New.0.ReferenceOTU11,579564,586732,352304,174902,16076,545371,99826
326792,189827,72820,217996,194745,261912,9514,148099,561483,307981,533785,287510,178146,191687,470663,554755,15382,517331,469852,305760,295024,15141,108747,162427,561636,309068,185951,471308,292424,469873,316587,268604,13823,170124,303304,212619,New.0.ReferenceOTU576,145149,301004,210269,326977,139221,364234,325608,130663,540230,24773,352379,312461,470139,48207,186029,274208,184464,198251,259261,178122,259422,323257,181834,175682,248563,295190,302844,469868,177351,99826,361809,195574,352304,563485,365758,586732,199293,209122,New.0.ReferenceOTU11,174902,545371,179287,579564,16076
326792,189827,194745,178122,517331,185951,15141,259261,554755,9514,540230,470663,217996,561483,469873,287510,72820,325608,130663,561636,469852,533785,191687,148099,15382,292424,199293,471308,361809,181834,108747,24773,312461,305760,364234,210269,316587,178146,326977,302844,309068,145149,179287,13823,303304,212619,248563,186029,295024,175682,470139,198251,307981,48207,301004,New.0.ReferenceOTU576,352379,261912,259422,274208,162427,268604,352304,563485,323257,365758,469868,295190,195574,579564,184464,177351,170124,586732,174902,209122,139221,New.0.ReferenceOTU11,545371,16076,99826
326792,470663,217996,13823,194745,48207,72820,469852,561636,9514,15141,178122,361809,185951,148099,108747,130663,189827,259422,261912,305760,287510,469873,309068,561483,210269,554755,307981,326977,New.0.ReferenceOTU576,563485,301004,259261,471308,268604,145149,540230,533785,292424,323257,191687,15382,364234,198251,162427,24773,179287,186029,212619,325608,316587,199293,175682,517331,181834,470139,352379,302844,274208,303304,295190,295024,312461,170124,365758,195574,469868,352304,184464,248563,New.0.ReferenceOTU11,579564,178146,139221,177351,586732,16076,174902,209122,545371,99826
189827,326792,194745,9514,364234,148099,261912,554755,533785,13823,540230,287510,198251,72820,470663,561636,178122,259261,178146,170124,175682,325608,191687,312461,217996,15141,248563,561483,469852,15382,130663,48207,108747,186029,470139,469873,316587,292424,210269,185951,24773,305760,295024,517331,303304,301004,326977,361809,307981,471308,323257,145149,162427,309068,New.0.ReferenceOTU576,181834,302844,259422,184464,469868,274208,563485,139221,195574,199293,352379,212619,268604,352304,365758,209122,99826,174902,295190,177351,179287,New.0.ReferenceOTU11,586732,545371,579564,16076
189827,326792,148099,175682,470663,364234,9514,198251,72820,178122,217996,170124,194745,292424,533785,554755,13823,469873,15141,540230,305760,186029,469852,185951,108747,130663,470139,561483,261912,561636,178146,15382,323257,295024,312461,301004,326977,248563,24773,259422,145149,259261,162427,307981,210269,316587,274208,309068,191687,48207,325608,361809,New.0.ReferenceOTU576,471308,212619,303304,139221,287510,563485,184464,469868,302844,New.0.ReferenceOTU11,199293,181834,545371,295190,365758,195574,209122,352379,99826,268604,352304,579564,179287,177351,586732,517331,16076,174902
326792,189827,194745,148099,9514,217996,170124,72820,470663,287510,295024,561636,178146,533785,13823,191687,175682,561483,469852,554755,198251,15141,469873,178122,292424,185951,212619,24773,364234,471308,108747,312461,130663,305760,540230,New.0.ReferenceOTU576,307981,316587,301004,186029,181834,162427,326977,309068,15382,303304,210269,323257,195574,259422,274208,261912,145149,48207,248563,139221,199293,361809,517331,259261,352304,365758,470139,325608,295190,469868,184464,99826,352379,New.0.ReferenceOTU11,302844,563485,545371,268604,177351,209122,179287,174902,586732,579564,16076
